Section,Index,Actual_ClosePrice,Predicted_ClosePrice,Reconstruction_Error,Scaled_Reconstruction_Error,iFMII_linear,iFMII_rank_linear,p_value_linear,Best_k,RMSE,Scaled_RMSE,iFMII_rank_nonlinear,p_value_nonlinear,iFMII_nonlinear,ip_value
25,18,8.37,8.316249453653901,0.002889121232504,0.288912123250404,1.188942175293117,53.0,0.6091954022988506,9.0,0.2785123935528389,0.1514208225069843,27.0,0.627906976744186,,0.6185511895215183
25,19,8.53,8.385467227683966,0.0208897222733583,2.08897222733583,1.188942175293117,53.0,0.6091954022988506,9.0,0.2785123935528389,0.1514208225069843,27.0,0.627906976744186,,0.6185511895215183
26,19,8.52,8.561563132797705,0.0017274940079596,0.1727494007959685,0.1727494007959685,82.0,0.942528735632184,1.0,0.2911627885681659,0.1597635773737838,25.0,0.5813953488372093,,0.7619620422346967
27,18,8.4,8.259389334272225,0.0197713593164082,1.9771359316408272,4.507922698403176,10.0,0.1149425287356321,1.0,0.3634174015133229,0.2074144628257066,19.0,0.4418604651162791,,0.2784014969259556
27,19,8.7,8.43469433731702,0.0703870946516552,7.0387094651655255,4.507922698403176,10.0,0.1149425287356321,1.0,0.3634174015133229,0.2074144628257066,19.0,0.4418604651162791,,0.2784014969259556
28,17,9.69,9.872319674447963,0.0332404636908115,3.324046369081151,4.76610317578534,7.0,0.0804597701149425,1.0,0.07204222834448,0.0152566969161277,41.0,0.9534883720930232,,0.5169740711039829
28,18,9.66,9.934827824319797,0.0755303330203529,7.553033302035297,4.76610317578534,7.0,0.0804597701149425,1.0,0.07204222834448,0.0152566969161277,41.0,0.9534883720930232,,0.5169740711039829
28,19,9.71,9.894965668604732,0.0342122985623957,3.421229856239573,4.76610317578534,7.0,0.0804597701149425,1.0,0.07204222834448,0.0152566969161277,41.0,0.9534883720930232,,0.5169740711039829
29,15,9.71,9.915383024348117,0.0421821866903787,4.218218669037874,3.5169650851159857,22.0,0.2528735632183908,1.0,0.1457613089807319,0.063873377897941,37.0,0.8604651162790697,,0.5566693397487302
29,16,9.99,9.750825435536244,0.0572044722864273,5.720447228642735,3.5169650851159857,22.0,0.2528735632183908,1.0,0.1457613089807319,0.063873377897941,37.0,0.8604651162790697,,0.5566693397487302
29,17,9.89,9.841199760370108,0.0023814633879349,0.2381463387934957,3.5169650851159857,22.0,0.2528735632183908,1.0,0.1457613089807319,0.063873377897941,37.0,0.8604651162790697,,0.5566693397487302
29,18,10.18,9.909296398026896,0.0732804401212124,7.328044012121245,3.5169650851159857,22.0,0.2528735632183908,1.0,0.1457613089807319,0.063873377897941,37.0,0.8604651162790697,,0.5566693397487302
29,19,10.02,10.048278821931715,0.0007996917698457,0.0799691769845792,3.5169650851159857,22.0,0.2528735632183908,1.0,0.1457613089807319,0.063873377897941,37.0,0.8604651162790697,,0.5566693397487302
30,19,10.2,10.010774898863406,0.0358061389001537,3.580613890015379,3.580613890015379,21.0,0.2413793103448276,8.0,0.329225849697262,0.1848656226534224,21.0,0.4883720930232558,,0.3648757016840417
31,19,10.0,10.16816126702436,0.0282782117272379,2.8278211727237945,2.8278211727237945,37.0,0.425287356321839,10.0,0.5219511704439239,0.3119652195961781,10.0,0.2325581395348837,,0.32892274792836135
32,17,10.35,10.266120890397108,0.0070357050277739,0.7035705027773916,0.3517282168739739,76.0,0.8735632183908046,3.0,0.0667627571064664,0.0117749610247423,42.0,0.9767441860465116,,0.9251537022186581
32,18,10.07,10.096361468867306,0.0006949270408419,0.0694927040841917,0.3517282168739739,76.0,0.8735632183908046,3.0,0.0667627571064664,0.0117749610247423,42.0,0.9767441860465116,,0.9251537022186581
32,19,10.18,10.233115105550148,0.0028212144376033,0.2821214437603384,0.3517282168739739,76.0,0.8735632183908046,3.0,0.0667627571064664,0.0117749610247423,42.0,0.9767441860465116,,0.9251537022186581
33,19,10.0,10.175382312524512,0.0307589555464455,3.075895554644559,3.075895554644559,33.0,0.3793103448275862,10.0,0.2831466173818032,0.1544770269461411,26.0,0.6046511627906976,,0.4919807538091419
34,19,10.18,10.1159368358805,0.0041040889970019,0.4104088997001903,0.4104088997001903,68.0,0.7816091954022989,10.0,0.1238776536809717,0.0494414197231775,39.0,0.9069767441860463,,0.8442929697941726
35,18,9.01,9.306883282336628,0.08813968333097,8.813968333097003,4.917859673964982,4.0,0.0459770114942528,10.0,0.1969786987461766,0.0976505150713438,32.0,0.7441860465116279,,0.39508152900294036
